,title,doi,no_citations,in_dataset,year
12,"Variability in magnitude of paleoearthquakes revealed by trenching and historical records, along the Haiyuan Fault, China",10.1002/2015JB012163,1,No,2015
11,Proteins secreted by the parasitic nematodeNippostrongylus brasiliensis act as adjuvants for Th2 responses,10.1002/1521-4141(200007)30:7<1977::AID-IMMU1977>3.0.CO;2-3,1,No,2000
10,Primary osteogenic sarcoma. The rationale for preoperative chemotherapy and delayed surgery,10.1002/1097-0142(197906)43:6<2163::AID-CNCR2820430602>3.0.CO;2-S,1,No,1979
9,Curability of ewing's sarcoma and considerations for future therapeutic trials,10.1002/1097-0142(197803)41:3<888::AID-CNCR2820410316>3.0.CO;2-T,1,No,1978
8,Recent advances in the chemotherapy of metastatic osteogenic sarcoma,10.1002/1097-0142(197212)30:6<1627::AID-CNCR2820300631>3.0.CO;2-H,1,No,1972
7,-,10.1002/(SICI)1521-4141(200004)30:4<1127::AID-IMMU1127>3.0.CO;2-#,1,No,-
6,Hypocholesterolemic and antiatherogenic effect of oyster mushroom (Pleurotus ostreatus) in rabbits,10.1002/(SICI)1521-3803(19991001)43:5<339::AID-FOOD339>3.0.CO;2-5,1,No,1999
5,The socioecology of the ringtailed lemur: Thirty-five years of research,10.1002/(SICI)1520-6505(1999)8:4<120::AID-EVAN3>3.0.CO;2-O,1,No,1999
4,Clinical Empathy as Emotional Labor in the Patient-Physician Relationship,10.1001/jama.293.9.1100,1,No,2005
3,Contributing Factors for the Willingness to Donate Organs in the Hispanic American Population,10.1001/archsurg.2010.110,1,No,2010
2,Familial Aggregation and Phenomenology of 'Early'-Onset (at or Before Age 20 Years),10.1001/archpsyc.1997.01830150097014,1,No,1997
19,Preliminary biomedical evaluation of wild ruffed lemurs (<i>Varecia variegata</i> and <i>V. rubra</i>),10.1002/ajp.20129,1,No,2005
21,"Variation in physiological health of diademed sifakas across intact and fragmented forest at Tsinjoarivo, eastern Madagascar",10.1002/ajp.20847,1,No,2010
40,Iron Oxide Nanoclusters Incorporated into Iron Phthalocyanine as Highly Active Electrocatalysts for the Oxygen Reduction Reaction,10.1002/cctc.201701183,1,No,2018
22,Clinical Biochemistry and Hematology of the Elusive Sun‐Tailed Monkey (<i><scp>C</scp>ercopithecus solatus</i>) in <scp>G</scp>abon: Inaugural Data From the Only Semifree Ranging Colony in the World,10.1002/ajp.21993,1,No,2012
39,Nanoparticles for bone tissue engineering,10.1002/btpr.2469,1,No,2017
38,Infection with an intestinal helminth parasite reduces Freund's complete adjuvant–induced monoarthritis in mice,10.1002/art.30098,1,No,2011
37,Fabrication of a poly(ɛ‐caprolactone)/starch nanocomposite scaffold with a solvent‐casting/salt‐leaching technique for bone tissue engineering applications,10.1002/app.43523,1,No,2016
36,Regulation of Coordination Number over Single Co Sites: Triggering the Efficient Electroreduction of CO<sub>2</sub>,10.1002/anie.201712451,1,No,2018
35,Perspectives of Attosecond Spectroscopy for the Understanding of Fundamental Electron Correlations,10.1002/anie.201702759,1,No,2018
34,Enhanced Catalytic Activity of Cobalt Porphyrin in CO<sub>2</sub> Electroreduction upon Immobilization on Carbon Materials,10.1002/anie.201701104,1,No,2017
33,Nanostructured Materials for Heterogeneous Electrocatalytic CO<sub>2</sub> Reduction and their Related Reaction Mechanisms,10.1002/anie.201612214,1,No,2017
32,Regulation of Coordination Number over Single Co Sites: Triggering the Efficient Electroreduction of CO<sub>2</sub>,10.1002/ange.201712451,1,No,2018
31,Enhanced Catalytic Activity of Cobalt Porphyrin in CO<sub>2</sub> Electroreduction upon Immobilization on Carbon Materials,10.1002/ange.201701104,1,No,2017
30,Nanostrukturierte Materialien für die elektrokatalytische CO<sub>2</sub>‐Reduktion und ihre Reaktionsmechanismen,10.1002/ange.201612214,1,No,2017
29,Helminth infections associated with multiple sclerosis induce regulatory B cells,10.1002/ana.21438,1,No,2008
28,Association between parasite infection and immune responses in multiple sclerosis,10.1002/ana.21067,1,No,2007
27,Evaluating ring‐tailed lemurs (<i>Lemur catta</i>) from southwestern Madagascar for a genetic population bottleneck,10.1002/ajpa.21603,1,No,2012
26,The impact of fallback foods on wild ring‐tailed lemur biology: A comparison of intact and anthropogenically disturbed habitats,10.1002/ajpa.21128,1,No,2009
25,Dental and general health in a population of wild ring‐tailed lemurs: A life history approach,10.1002/ajpa.10016,1,No,2002
24,"Host age, social group, and habitat type influence the gut microbiota of wild ring‐tailed lemurs (<i>Lemur catta</i>)",10.1002/ajp.22555,1,No,2016
23,"Sources of tooth wear variation early in life among known‐aged wild ring‐tailed lemurs (<i>Lemur catta</i>) at the Bezà Mahafaly Special Reserve, Madagascar",10.1002/ajp.22291,1,No,2014
82,A Course in Arithmetic,10.1007/978-1-4684-9884-4,1,No,1973
84,Extending Oblivious Transfer with Low Communication via Key-Homomorphic PRFs,10.1007/978-3-319-76578-5_19,1,No,2018
166,Slip velocity during wetting of solids,10.1016/0021-9797(77)90347-2,1,No,1977
146,Efficacy of the Chicago Parent Program with Low-Income African American and Latino Parents of Young Children,10.1007/s11121-008-0116-7,1,No,2009
144,Modular Forms and Second Order Ordinary Differential Equations: Applications to Vertex Operator Algebras,10.1007/s11005-012-0602-5,1,No,2013
143,Religion and the Catholic Church’s View on (Heart) Transplantation: A Recent Statement of Pope Benedict XVI and its Practical Impact,10.1007/s10943-009-9284-4,1,No,2011
142,Child and Parental Outcomes Following Involvement in a Preventive Intervention: Efficacy of the PACE Program,10.1007/s10935-010-0232-6,1,No,2011
141,Improving Young Children’s Social and Emotional Competence: A Randomized Trial of the Preschool “PATHS” Curriculum,10.1007/s10935-007-0081-0,1,No,2007
140,"From Intent to Enrollment, Attendance, and Participation in Preventive Parenting Groups",10.1007/s10826-006-9042-0,1,No,2007
139,"A comparison of slip, disjoining pressure, and interface formation models for contact line motion through asymptotic analysis of thin two-dimensional droplet spreading",10.1007/s10665-014-9702-9,1,No,2015
138,Influence of gravity on the spreading of two-dimensional droplets over topographical substrates,10.1007/s10665-010-9426-4,1,No,2012
137,Parent Involvement in Early Childhood Home Visiting,10.1007/s10566-008-9057-3,1,No,2008
136,Decoupling the Relation Between Risk Factors for Conduct Problems and the Receipt of Intervention Services: Participation Across Multiple Components of a Prevention Program,10.1007/s10464-005-8628-9,1,No,2005
135,Stressing the journey: using life stories to study medical student wellbeing,10.1007/s10459-018-9827-0,1,No,2018
134,A latent growth model suggests that empathy of medical students does not decline over time,10.1007/s10459-012-9390-z,1,No,2013
133,Biosynthesis of gold nanoparticles using plant extracts,10.1007/s00449-014-1251-0,1,No,2015
132,The nematode parasite Onchocerca volvulus generates the transforming growth factor-beta (TGF-beta),10.1007/s00436-009-1450-9,1,No,2009
131,Schistosoma japonicum infection modulates the development of allergen-induced airway inflammation in mice,10.1007/s00436-008-1114-1,1,No,2008
130,Increase in exhaled nitric oxide (eNO) after work-related isocyanate exposure,10.1007/s00420-005-0051-x,1,No,2006
129,Fractional Exhaled Nitric Oxide in the Interpretation of Specific Inhalational Challenge Tests for Occupational Asthma,10.1007/s00408-013-9531-z,1,No,2014
128,Changes in Exhaled Nitric Oxide Levels After Bronchial Allergen Challenge,10.1007/s00408-011-9358-4,1,No,2012
145,Affine Vertex Operator Algebras and Modular Linear Differential Equations,10.1007/s11005-016-0837-7,1,No,2016
147,The Reproduction of Inequalities Through Emotional Capital: The Case of Socializing Low-Income Black Girls,10.1007/s11133-009-9141-5,1,No,2010
126,Variability of Lotic Macroinvertebrate Assemblages and Stream Habitat Characteristics Across Hierarchical Landscape Classifications,10.1007/s00267-004-0236-1,1,No,2004
148,A Caution Regarding Rules of Thumb for Variance Inflation Factors,10.1007/s11135-006-9018-6,1,No,2007
165,Long-term follow-up of generalized anxiety disorder,10.1016/0010-440X(93)90072-C,1,No,1993
164,Generalized anxiety disorder with early and late onset of anxiety symptoms,10.1016/0010-440X(93)90013-T,1,No,1993
163,Retrieval of propositional information from long-term memory,10.1016/0010-0285(74)90021-8,1,No,1974
162,Plant Surfaces: Structures and Functions for Biomimetic Innovations,10.1007/s40820-016-0125-1,1,No,2017
161,Paleomagnetic and fission-track dating of a Late Cenozoic red earth section in the Liupan Shan and associated tectonic implications,10.1007/s12583-013-0353-y,1,No,2013
160,Physiological Changes in Hematological Parameters During Pregnancy,10.1007/s12288-012-0175-6,1,No,2012
159,Effects of Gamma Irradiation on the Chemical Composition and Antioxidant Activity of Lactarius deliciosus L. Wild Edible Mushroom,10.1007/s11947-012-0931-5,1,No,2013
158,Review of Diagnostic Challenges in Occupational Asthma,10.1007/s11882-017-0676-3,1,No,2017
157,Comparing a Self-Administered Measure of Empathy with Observed Behavior Among Medical Students,10.1007/s11606-009-1193-4,1,No,2010
156,A rapid and accurate two-point ray tracing method in horizontally layered velocity model,10.1007/s11589-005-0062-4,1,No,2005
155,Dextral strike-slip of Sanguankou-Niushoushan fault zone and extension of arc tectonic belt in the northeastern margin of the Tibet Plateau,10.1007/s11430-016-5272-1,1,No,2016
154,Lithospheric structure and faulting characteristics of the Helan Mountains and Yinchuan Basin: Results of deep seismic reflection profiling,10.1007/s11430-016-5069-4,1,No,2017
153,"Pattern and timing of late Cenozoic rapid exhumation and uplift of the Helan Mountain, China",10.1007/s11430-010-0016-0,1,No,2010
152,Theorizing emotional capital,10.1007/s11186-016-9278-7,1,No,2016
151,Exploring Metropolitan Housing Price Volatility,10.1007/s11146-006-8271-8,1,No,2006
150,"Hypergeometric series, modular linear differential equations and vector-valued modular forms",10.1007/s11139-014-9644-x,1,No,2016
149,A mixed mock modular solution of the Kaneko–Zagier equation,10.1007/s11139-013-9496-9,1,No,2015
127,ENVIRONMENTAL AUDITING: Assessing Biotic Integrity of Streams: Effects of Scale in Measuring the Influence of Land Use/Cover and Habitat Structure on Fish and Macroinvertebrates,10.1007/s002679900184,1,No,1999
125,Protein Fraction in Edible Macedonian Mushrooms,10.1007/s002170000285,1,No,2001
85,Overdrive: Making SPDZ Great Again,10.1007/978-3-319-78372-7_6,1,No,2018
104,Sex differences in GABA/benzodiazepine receptor changes and corticosterone release after acute stress in rats,10.1007/BF00228750,1,No,1994
102,Evaluation of a 4-Steps-1-Day Whole Body Challenge Protocol for the Diagnosis of Occupational Asthma due to Diisocyanates,10.1007/978-94-007-6627-3_41,1,No,2013
101,Confidential Benchmarking Based on Multiparty Computation,10.1007/978-3-662-54970-4_10,1,No,2017
100,Actively Secure OT Extension with Optimal Overhead,10.1007/978-3-662-47989-6_35,1,No,2015
99,More Efficient Oblivious Transfer Extensions with Security for Malicious Adversaries,10.1007/978-3-662-46800-5_26,1,No,2015
98,Texturen metallischer Werkstoffe,10.1007/978-3-662-13128-2,1,No,1962
97,Die Prognose der Neurosen,10.1007/978-3-642-86348-6,1,No,1959
96,Practical Covertly Secure MPC for Dishonest Majority – Or: Breaking the SPDZ Limits,10.1007/978-3-642-40203-6_1,1,No,2013
95,A New Approach to Practical Active-Secure Two-Party Computation,10.1007/978-3-642-32009-5_40,1,No,2012
94,Multiparty Computation from Somewhat Homomorphic Encryption,10.1007/978-3-642-32009-5_38,1,No,2012
93,Better Bootstrapping in Fully Homomorphic Encryption,10.1007/978-3-642-30057-8_1,1,No,2012
92,Semi-homomorphic Encryption and Multiparty Computation,10.1007/978-3-642-20465-4_11,1,No,2011
91,Visual Similarity of Web Pages,10.1007/978-3-642-10687-3_13,1,No,2010
90,Sharemind: A Framework for Fast Privacy-Preserving Computations,10.1007/978-3-540-88313-5_13,1,No,2008
89,The 1-2-3 of Modular Forms,10.1007/978-3-540-74119-0,1,No,2008
88,Factors Affecting Web Page Similarity,10.1007/978-3-540-31865-1_35,1,No,2005
87,New Introduction to Multiple Time Series Analysis,10.1007/978-3-540-27752-1,1,No,2005
86,Yet Another Compiler for Active Security or: Efficient MPC Over Arbitrary Rings,10.1007/978-3-319-96881-0_27,1,No,2018
103,Spatial distributional patterns of macroinvertebrates along rivers within and among biomes,10.1007/BF00012576,1,No,1992
105,"Effect of first‐grade classroom environment on shy behavior, aggressive behavior, and concentration problems",10.1007/BF00937993,1,No,1991
124,Impact of age at diagnosis and duration of type 2 diabetes on mortality in Australia 1997–2011,10.1007/s00125-018-4544-z,1,No,2018
106,"Empathy: Conceptualization, measurement, and relation to prosocial behavior",10.1007/BF00991640,1,No,1990
123,"Impact of age, age at diagnosis and duration of diabetes on the risk of macrovascular and microvascular complications and death in type 2 diabetes",10.1007/s00125-014-3369-7,1,No,2014
122,Changes in glycaemic control and risk of coronary artery disease in type 1 diabetes mellitus: findings from the Pittsburgh Epidemiology of Diabetes Complications Study (EDC),10.1007/s00125-007-0797-7,1,No,2007
121,The Ideal Structure of Toeplitz Algebras,10.1007/s00020-001-1174-4,1,No,2004
120,Towards a classification of two-character rational conformal field theories,10.1007/jhep04(2019)153,1,No,2019
119,Crustal motion of Chinese mainland monitored by GPS,10.1007/BF02959450,1,No,2000
118,The tectonic uplift of the Hua Shan in the Cenozoic,10.1007/BF02900632,1,No,2001
117,Tremendous change of the earth surface system and tectonic setting of salt-lake formation in Yuncheng Basin since 7.1 Ma,10.1007/BF02879788,1,No,2002
116,Modular forms and differential operators,10.1007/BF02830874,1,No,1994
115,"Aquaculture: New markets for meals, fats and oils",10.1007/BF02636168,1,No,1989
114,Effect of the environment and fasting on the lipid and fatty acid composition of<i>Diplodom patagonicus</i>,10.1007/BF02535064,1,No,1981
